Team,Goalie,SV,GA,Minutes,Game_ID,Total_Minutes,TimeDelta,Home_Team,Away_Team
Harvard,EMPTY NET,0,1,0:48,2021-11-12-Harvard-Clarkson,0.8,0 days 00:00:48,Clarkson,Harvard
Harvard,Mitchell Gibson,21,5,59:12,2021-11-12-Harvard-Clarkson,59.2,0 days 00:59:12,Clarkson,Harvard
Clarkson,Ethan Haider,37,2,60:00,2021-11-12-Harvard-Clarkson,60.0,0 days 01:00:00,Clarkson,Harvard
Vermont,EMPTY NET,0,0,2:16,2021-11-12-Vermont-New Hampshire,2.2666666666666666,0 days 00:02:16,New Hampshire,Vermont
Vermont,Tyler Harmon,16,2,57:44,2021-11-12-Vermont-New Hampshire,57.733333333333334,0 days 00:57:44,New Hampshire,Vermont
New Hampshire,David Fessenden,25,1,60:00,2021-11-12-Vermont-New Hampshire,60.0,0 days 01:00:00,New Hampshire,Vermont
Boston College,Eric Dop,29,1,60:00,2021-11-12-Boston College-Connecticut,60.0,0 days 01:00:00,Connecticut,Boston College
Connecticut,EMPTY NET,0,0,0:52,2021-11-12-Boston College-Connecticut,0.8666666666666667,0 days 00:00:52,Connecticut,Boston College
Connecticut,Darion Hanson,37,2,59:08,2021-11-12-Boston College-Connecticut,59.13333333333333,0 days 00:59:08,Connecticut,Boston College
North Dakota,Zach Driscoll,15,1,60:00,2021-11-12-North Dakota-Miami,60.0,0 days 01:00:00,Miami,North Dakota
Miami,EMPTY NET,0,1,0:29,2021-11-12-North Dakota-Miami,0.48333333333333334,0 days 00:00:29,Miami,North Dakota
Miami,Ludvig Persson,28,3,59:31,2021-11-12-North Dakota-Miami,59.516666666666666,0 days 00:59:31,Miami,North Dakota
Omaha,Isaiah Saville,26,4,40:00,2021-11-12-Omaha-St. Cloud State,40.0,0 days 00:40:00,St. Cloud State,Omaha
Omaha,Austin Roden,12,1,20:00,2021-11-12-Omaha-St. Cloud State,20.0,0 days 00:20:00,St. Cloud State,Omaha
St. Cloud State,EMPTY NET,0,0,0:15,2021-11-12-Omaha-St. Cloud State,0.25,0 days 00:00:15,St. Cloud State,Omaha
St. Cloud State,David Hrenak,18,1,59:45,2021-11-12-Omaha-St. Cloud State,59.75,0 days 00:59:45,St. Cloud State,Omaha
Western Michigan,EMPTY NET,0,0,1:24,2021-11-12-Western Michigan-Denver,1.4,0 days 00:01:24,Denver,Western Michigan
Western Michigan,Brandon Bussi,36,5,58:36,2021-11-12-Western Michigan-Denver,58.6,0 days 00:58:36,Denver,Western Michigan
Denver,Magnus Chrona,19,3,60:00,2021-11-12-Western Michigan-Denver,60.0,0 days 01:00:00,Denver,Western Michigan
Michigan,EMPTY NET,0,0,0:19,2021-11-12-Michigan-Penn State,0.31666666666666665,0 days 00:00:19,Penn State,Michigan
Michigan,Erik Portillo,35,2,59:41,2021-11-12-Michigan-Penn State,59.68333333333333,0 days 00:59:41,Penn State,Michigan
Penn State,Liam Souliere,27,6,60:00,2021-11-12-Michigan-Penn State,60.0,0 days 01:00:00,Penn State,Michigan
Ohio State,Jakub Dobes,23,3,60:00,2021-11-12-Ohio State-Minnesota,60.0,0 days 01:00:00,Minnesota,Ohio State
Minnesota,EMPTY NET,0,0,2:02,2021-11-12-Ohio State-Minnesota,2.033333333333333,0 days 00:02:02,Minnesota,Ohio State
Minnesota,Jack LaFontaine,16,4,57:58,2021-11-12-Ohio State-Minnesota,57.96666666666667,0 days 00:57:58,Minnesota,Ohio State
Bemidji State,Gavin Enright,20,4,60:00,2021-11-12-Bemidji State-Lake Superior,60.0,0 days 01:00:00,Lake Superior,Bemidji State
Lake Superior,EMPTY NET,0,0,1:19,2021-11-12-Bemidji State-Lake Superior,1.3166666666666667,0 days 00:01:19,Lake Superior,Bemidji State
Lake Superior,Seth Eisele,24,5,58:41,2021-11-12-Bemidji State-Lake Superior,58.68333333333333,0 days 00:58:41,Lake Superior,Bemidji State
Northern Michigan,Rico DiMatteo,43,2,61:24,2021-11-12-Northern Michigan-Michigan Tech,61.4,0 days 01:01:24,Michigan Tech,Northern Michigan
Michigan Tech,EMPTY NET,0,0,1:48,2021-11-12-Northern Michigan-Michigan Tech,1.8,0 days 00:01:48,Michigan Tech,Northern Michigan
Michigan Tech,Blake Pietila,16,3,59:36,2021-11-12-Northern Michigan-Michigan Tech,59.6,0 days 00:59:36,Michigan Tech,Northern Michigan
Bowling Green,Zack Rose,20,7,40:00,2021-11-12-Bowling Green-Minnesota State,40.0,0 days 00:40:00,Minnesota State,Bowling Green
Bowling Green,Christian Stoever,7,2,20:00,2021-11-12-Bowling Green-Minnesota State,20.0,0 days 00:20:00,Minnesota State,Bowling Green
Minnesota State,EMPTY NET,0,0,0:26,2021-11-12-Bowling Green-Minnesota State,0.43333333333333335,0 days 00:00:26,Minnesota State,Bowling Green
Minnesota State,Dryden McKay,19,2,59:34,2021-11-12-Bowling Green-Minnesota State,59.56666666666667,0 days 00:59:34,Minnesota State,Bowling Green
Mercyhurst,Kyle McClellan,38,5,60:24,2021-11-13-Mercyhurst-Holy Cross,60.4,0 days 01:00:24,Holy Cross,Mercyhurst
Holy Cross,EMPTY NET,0,0,1:06,2021-11-13-Mercyhurst-Holy Cross,1.1,0 days 00:01:06,Holy Cross,Mercyhurst
Holy Cross,Matt Radomsky,24,4,59:18,2021-11-13-Mercyhurst-Holy Cross,59.3,0 days 00:59:18,Holy Cross,Mercyhurst
Bentley,Jason Grande,38,4,60:00,2021-11-13-Bentley-Air Force,60.0,0 days 01:00:00,Air Force,Bentley
Air Force,EMPTY NET,0,0,3:13,2021-11-13-Bentley-Air Force,3.216666666666667,0 days 00:03:13,Air Force,Bentley
Air Force,Alex Schilling,26,5,56:47,2021-11-13-Bentley-Air Force,56.78333333333333,0 days 00:56:47,Air Force,Bentley
Union,Connor Murphy,34,0,60:00,2021-11-13-Union-Colgate,60.0,0 days 01:00:00,Colgate,Union
Colgate,EMPTY NET,0,0,2:02,2021-11-13-Union-Colgate,2.033333333333333,0 days 00:02:02,Colgate,Union
Colgate,Carter Gylander,23,2,57:58,2021-11-13-Union-Colgate,57.96666666666667,0 days 00:57:58,Colgate,Union
Dartmouth,EMPTY NET,0,0,2:04,2021-11-13-Dartmouth-Clarkson,2.066666666666667,0 days 00:02:04,Clarkson,Dartmouth
Dartmouth,Justin Ferguson,21,3,57:56,2021-11-13-Dartmouth-Clarkson,57.93333333333333,0 days 00:57:56,Clarkson,Dartmouth
Clarkson,EMPTY NET,0,0,0:19,2021-11-13-Dartmouth-Clarkson,0.31666666666666665,0 days 00:00:19,Clarkson,Dartmouth
Clarkson,Ethan Haider,27,0,59:41,2021-11-13-Dartmouth-Clarkson,59.68333333333333,0 days 00:59:41,Clarkson,Dartmouth
Arizona State,EMPTY NET,0,1,2:30,2021-11-13-Arizona State-Quinnipiac,2.5,0 days 00:02:30,Quinnipiac,Arizona State
Arizona State,Ben Kraws,49,4,57:30,2021-11-13-Arizona State-Quinnipiac,57.5,0 days 00:57:30,Quinnipiac,Arizona State
Quinnipiac,EMPTY NET,0,0,0:32,2021-11-13-Arizona State-Quinnipiac,0.5333333333333333,0 days 00:00:32,Quinnipiac,Arizona State
Quinnipiac,Dylan St. Cyr,15,2,59:28,2021-11-13-Arizona State-Quinnipiac,59.46666666666667,0 days 00:59:28,Quinnipiac,Arizona State
Michigan State,Drew DeRidder,30,3,60:00,2021-11-13-Michigan State-Ferris State,60.0,0 days 01:00:00,Ferris State,Michigan State
Ferris State,EMPTY NET,0,0,0:14,2021-11-13-Michigan State-Ferris State,0.23333333333333334,0 days 00:00:14,Ferris State,Michigan State
Ferris State,Logan Stein,30,4,59:46,2021-11-13-Michigan State-Ferris State,59.766666666666666,0 days 00:59:46,Ferris State,Michigan State
Merrimack,Zachary Borgiel,18,0,60:00,2021-11-13-Merrimack-Maine,60.0,0 days 01:00:00,Maine,Merrimack
Maine,EMPTY NET,0,0,3:12,2021-11-13-Merrimack-Maine,3.2,0 days 00:03:12,Maine,Merrimack
Maine,Matthew Thiessen,26,2,56:48,2021-11-13-Merrimack-Maine,56.8,0 days 00:56:48,Maine,Merrimack
Boston College,EMPTY NET,0,0,2:01,2021-11-13-Boston College-Mass. Lowell,2.0166666666666666,0 days 00:02:01,Mass. Lowell,Boston College
Boston College,Eric Dop,33,4,57:59,2021-11-13-Boston College-Mass. Lowell,57.983333333333334,0 days 00:57:59,Mass. Lowell,Boston College
Mass. Lowell,Owen Savory,24,2,60:00,2021-11-13-Boston College-Mass. Lowell,60.0,0 days 01:00:00,Mass. Lowell,Boston College
Boston University,EMPTY NET,0,0,0:14,2021-11-13-Boston University-Massachusetts,0.23333333333333334,0 days 00:00:14,Massachusetts,Boston University
Boston University,Drew Commesso,20,3,63:15,2021-11-13-Boston University-Massachusetts,63.25,0 days 01:03:15,Massachusetts,Boston University
Massachusetts,EMPTY NET,0,0,0:11,2021-11-13-Boston University-Massachusetts,0.18333333333333332,0 days 00:00:11,Massachusetts,Boston University
Massachusetts,Matt Murray,25,4,63:18,2021-11-13-Boston University-Massachusetts,63.3,0 days 01:03:18,Massachusetts,Boston University
Connecticut,EMPTY NET,0,0,0:54,2021-11-13-Connecticut-Providence,0.9,0 days 00:00:54,Providence,Connecticut
Connecticut,Darion Hanson,30,6,59:06,2021-11-13-Connecticut-Providence,59.1,0 days 00:59:06,Providence,Connecticut
Providence,Jaxson Stauber,33,4,60:00,2021-11-13-Connecticut-Providence,60.0,0 days 01:00:00,Providence,Connecticut
North Dakota,EMPTY NET,0,0,0:15,2021-11-13-North Dakota-Miami,0.25,0 days 00:00:15,Miami,North Dakota
North Dakota,Zach Driscoll,11,4,59:45,2021-11-13-North Dakota-Miami,59.75,0 days 00:59:45,Miami,North Dakota
Miami,EMPTY NET,0,0,1:17,2021-11-13-North Dakota-Miami,1.2833333333333332,0 days 00:01:17,Miami,North Dakota
Miami,Ludvig Persson,31,5,58:43,2021-11-13-North Dakota-Miami,58.71666666666667,0 days 00:58:43,Miami,North Dakota
Omaha,Austin Roden,43,2,62:46,2021-11-13-Omaha-St. Cloud State,62.766666666666666,0 days 01:02:46,St. Cloud State,Omaha
St. Cloud State,EMPTY NET,0,0,0:18,2021-11-13-Omaha-St. Cloud State,0.3,0 days 00:00:18,St. Cloud State,Omaha
St. Cloud State,David Hrenak,26,3,62:28,2021-11-13-Omaha-St. Cloud State,62.46666666666667,0 days 01:02:28,St. Cloud State,Omaha
Ohio State,EMPTY NET,0,0,1:13,2021-11-13-Ohio State-Minnesota,1.2166666666666668,0 days 00:01:13,Minnesota,Ohio State
Ohio State,Jakub Dobes,20,2,58:47,2021-11-13-Ohio State-Minnesota,58.78333333333333,0 days 00:58:47,Minnesota,Ohio State
Minnesota,Jack LaFontaine,13,0,60:00,2021-11-13-Ohio State-Minnesota,60.0,0 days 01:00:00,Minnesota,Ohio State
Bemidji State,Gavin Enright,25,2,60:00,2021-11-13-Bemidji State-Lake Superior,60.0,0 days 01:00:00,Lake Superior,Bemidji State
Lake Superior,EMPTY NET,0,1,1:00,2021-11-13-Bemidji State-Lake Superior,1.0,0 days 00:01:00,Lake Superior,Bemidji State
Lake Superior,Ethan Langenegger,24,3,59:00,2021-11-13-Bemidji State-Lake Superior,59.0,0 days 00:59:00,Lake Superior,Bemidji State
Michigan Tech,Blake Pietila,27,2,60:00,2021-11-13-Michigan Tech-Northern Michigan,60.0,0 days 01:00:00,Northern Michigan,Michigan Tech
Northern Michigan,EMPTY NET,0,1,2:29,2021-11-13-Michigan Tech-Northern Michigan,2.4833333333333334,0 days 00:02:29,Northern Michigan,Michigan Tech
Northern Michigan,Rico DiMatteo,17,4,57:31,2021-11-13-Michigan Tech-Northern Michigan,57.516666666666666,0 days 00:57:31,Northern Michigan,Michigan Tech
Bowling Green,EMPTY NET,0,0,1:01,2021-11-13-Bowling Green-Minnesota State,1.0166666666666666,0 days 00:01:01,Minnesota State,Bowling Green
Bowling Green,Christian Stoever,29,5,58:59,2021-11-13-Bowling Green-Minnesota State,58.983333333333334,0 days 00:58:59,Minnesota State,Bowling Green
Minnesota State,Dryden McKay,12,3,60:00,2021-11-13-Bowling Green-Minnesota State,60.0,0 days 01:00:00,Minnesota State,Bowling Green
Army,EMPTY NET,0,0,0:23,2021-11-19-Army-Niagara,0.38333333333333336,0 days 00:00:23,Niagara,Army
Army,Gavin Abric,18,3,64:37,2021-11-19-Army-Niagara,64.61666666666666,0 days 01:04:37,Niagara,Army
Niagara,Chad Veltri,34,3,65:00,2021-11-19-Army-Niagara,65.0,0 days 01:05:00,Niagara,Army
Holy Cross,EMPTY NET,0,0,3:21,2021-11-19-Holy Cross-RIT,3.35,0 days 00:03:21,RIT,Holy Cross
Holy Cross,Matt Radomsky,22,3,56:39,2021-11-19-Holy Cross-RIT,56.65,0 days 00:56:39,RIT,Holy Cross
RIT,Kolby Matthews,24,2,59:52,2021-11-19-Holy Cross-RIT,59.86666666666667,0 days 00:59:52,RIT,Holy Cross
Canisius,EMPTY NET,0,0,0:12,2021-11-19-Canisius-Mercyhurst,0.2,0 days 00:00:12,Mercyhurst,Canisius
Canisius,Jake Barczewski,18,1,59:48,2021-11-19-Canisius-Mercyhurst,59.8,0 days 00:59:48,Mercyhurst,Canisius
Mercyhurst,Hank Johnson,32,6,60:00,2021-11-19-Canisius-Mercyhurst,60.0,0 days 01:00:00,Mercyhurst,Canisius
Sacred Heart,EMPTY NET,0,0,1:18,2021-11-19-Sacred Heart-Air Force,1.3,0 days 00:01:18,Air Force,Sacred Heart
Sacred Heart,Justin Robbins,20,3,58:42,2021-11-19-Sacred Heart-Air Force,58.7,0 days 00:58:42,Air Force,Sacred Heart
Air Force,Alex Schilling,23,2,60:00,2021-11-19-Sacred Heart-Air Force,60.0,0 days 01:00:00,Air Force,Sacred Heart
St. Lawrence,EMPTY NET,0,0,0:15,2021-11-19-St. Lawrence-Princeton,0.25,0 days 00:00:15,Princeton,St. Lawrence
St. Lawrence,Emil Zetterquist,19,4,59:45,2021-11-19-St. Lawrence-Princeton,59.75,0 days 00:59:45,Princeton,St. Lawrence
Princeton,EMPTY NET,0,1,0:35,2021-11-19-St. Lawrence-Princeton,0.5833333333333334,0 days 00:00:35,Princeton,St. Lawrence
Princeton,Aidan Porter,29,5,59:25,2021-11-19-St. Lawrence-Princeton,59.416666666666664,0 days 00:59:25,Princeton,St. Lawrence
Clarkson,EMPTY NET,0,0,0:39,2021-11-19-Clarkson-Quinnipiac,0.65,0 days 00:00:39,Quinnipiac,Clarkson
Clarkson,Ethan Haider,19,2,64:21,2021-11-19-Clarkson-Quinnipiac,64.35,0 days 01:04:21,Quinnipiac,Clarkson
Quinnipiac,Yaniv Perets,16,2,65:00,2021-11-19-Clarkson-Quinnipiac,65.0,0 days 01:05:00,Quinnipiac,Clarkson
Maine,Victor Ostman,29,2,65:00,2021-11-19-Maine-Boston College,65.0,0 days 01:05:00,Boston College,Maine
Boston College,EMPTY NET,0,0,0:19,2021-11-19-Maine-Boston College,0.31666666666666665,0 days 00:00:19,Boston College,Maine
Boston College,Eric Dop,29,2,64:41,2021-11-19-Maine-Boston College,64.68333333333334,0 days 01:04:41,Boston College,Maine
New Hampshire,EMPTY NET,0,1,1:04,2021-11-19-New Hampshire-Massachusetts,1.0666666666666667,0 days 00:01:04,Massachusetts,New Hampshire
New Hampshire,David Fessenden,24,2,58:56,2021-11-19-New Hampshire-Massachusetts,58.93333333333333,0 days 00:58:56,Massachusetts,New Hampshire
Massachusetts,Matt Murray,21,0,60:00,2021-11-19-New Hampshire-Massachusetts,60.0,0 days 01:00:00,Massachusetts,New Hampshire
Providence,Jaxson Stauber,37,3,60:00,2021-11-19-Providence-Vermont,60.0,0 days 01:00:00,Vermont,Providence
Vermont,EMPTY NET,0,0,1:57,2021-11-19-Providence-Vermont,1.95,0 days 00:01:57,Vermont,Providence
Vermont,Tyler Harmon,29,4,58:03,2021-11-19-Providence-Vermont,58.05,0 days 00:58:03,Vermont,Providence
Wisconsin,EMPTY NET,0,0,1:26,2021-11-19-Wisconsin-Michigan State,1.4333333333333333,0 days 00:01:26,Michigan State,Wisconsin
Wisconsin,Jared Moe,37,3,58:34,2021-11-19-Wisconsin-Michigan State,58.56666666666667,0 days 00:58:34,Michigan State,Wisconsin
Michigan State,Drew DeRidder,40,2,60:00,2021-11-19-Wisconsin-Michigan State,60.0,0 days 01:00:00,Michigan State,Wisconsin
Notre Dame,Ryan Bischel,28,2,63:36,2021-11-19-Notre Dame-Michigan,63.6,0 days 01:03:36,Michigan,Notre Dame
Michigan,EMPTY NET,0,0,0:16,2021-11-19-Notre Dame-Michigan,0.26666666666666666,0 days 00:00:16,Michigan,Notre Dame
Michigan,Erik Portillo,36,3,63:20,2021-11-19-Notre Dame-Michigan,63.333333333333336,0 days 01:03:20,Michigan,Notre Dame
Penn State,Oskar Autio,32,3,60:00,2021-11-19-Penn State-Minnesota,60.0,0 days 01:00:00,Minnesota,Penn State
Minnesota,EMPTY NET,0,0,1:39,2021-11-19-Penn State-Minnesota,1.65,0 days 00:01:39,Minnesota,Penn State
Minnesota,Jack LaFontaine,21,5,58:21,2021-11-19-Penn State-Minnesota,58.35,0 days 00:58:21,Minnesota,Penn State
Omaha,Austin Roden,19,2,59:53,2021-11-19-Omaha-Alaska,59.88333333333333,0 days 00:59:53,Alaska,Omaha
Alaska,EMPTY NET,0,1,1:27,2021-11-19-Omaha-Alaska,1.45,0 days 00:01:27,Alaska,Omaha
Alaska,Gustavs Davis Grigals,23,4,58:33,2021-11-19-Omaha-Alaska,58.55,0 days 00:58:33,Alaska,Omaha
St. Cloud State,EMPTY NET,0,1,3:21,2021-11-19-St. Cloud State-Western Michigan,3.35,0 days 00:03:21,Western Michigan,St. Cloud State
St. Cloud State,David Hrenak,19,5,50:19,2021-11-19-St. Cloud State-Western Michigan,50.31666666666667,0 days 00:50:19,Western Michigan,St. Cloud State
St. Cloud State,Jaxon Castor,1,0,6:20,2021-11-19-St. Cloud State-Western Michigan,6.333333333333333,0 days 00:06:20,Western Michigan,St. Cloud State
Western Michigan,Brandon Bussi,28,2,51:51,2021-11-19-St. Cloud State-Western Michigan,51.85,0 days 00:51:51,Western Michigan,St. Cloud State
Western Michigan,Ross Hawryluk,0,0,8:09,2021-11-19-St. Cloud State-Western Michigan,8.15,0 days 00:08:09,Western Michigan,St. Cloud State
Minnesota Duluth,EMPTY NET,0,0,0:14,2021-11-19-Minnesota Duluth-North Dakota,0.23333333333333334,0 days 00:00:14,North Dakota,Minnesota Duluth
Minnesota Duluth,Ryan Fanti,23,1,59:46,2021-11-19-Minnesota Duluth-North Dakota,59.766666666666666,0 days 00:59:46,North Dakota,Minnesota Duluth
North Dakota,EMPTY NET,0,1,2:07,2021-11-19-Minnesota Duluth-North Dakota,2.1166666666666667,0 days 00:02:07,North Dakota,Minnesota Duluth
North Dakota,Zach Driscoll,23,3,57:53,2021-11-19-Minnesota Duluth-North Dakota,57.88333333333333,0 days 00:57:53,North Dakota,Minnesota Duluth
Northern Michigan,Rico DiMatteo,28,3,60:00,2021-11-19-Northern Michigan-Ferris State,60.0,0 days 01:00:00,Ferris State,Northern Michigan
Ferris State,EMPTY NET,0,0,0:31,2021-11-19-Northern Michigan-Ferris State,0.5166666666666667,0 days 00:00:31,Ferris State,Northern Michigan
Ferris State,Logan Stein,23,6,59:29,2021-11-19-Northern Michigan-Ferris State,59.483333333333334,0 days 00:59:29,Ferris State,Northern Michigan
Michigan Tech,Blake Pietila,22,3,60:00,2021-11-19-Michigan Tech-Bemidji State,60.0,0 days 01:00:00,Bemidji State,Michigan Tech
Bemidji State,EMPTY NET,0,0,1:20,2021-11-19-Michigan Tech-Bemidji State,1.3333333333333333,0 days 00:01:20,Bemidji State,Michigan Tech
Bemidji State,Gavin Enright,31,4,58:40,2021-11-19-Michigan Tech-Bemidji State,58.666666666666664,0 days 00:58:40,Bemidji State,Michigan Tech
Connecticut,EMPTY NET,0,1,2:06,2021-11-20-Connecticut-Mass. Lowell,2.1,0 days 00:02:06,Mass. Lowell,Connecticut
Connecticut,Darion Hanson,21,2,57:54,2021-11-20-Connecticut-Mass. Lowell,57.9,0 days 00:57:54,Mass. Lowell,Connecticut
Mass. Lowell,Owen Savory,34,0,59:57,2021-11-20-Connecticut-Mass. Lowell,59.95,0 days 00:59:57,Mass. Lowell,Connecticut
Massachusetts,EMPTY NET,0,0,1:15,2021-11-20-Massachusetts-New Hampshire,1.25,0 days 00:01:15,New Hampshire,Massachusetts
Massachusetts,Matt Murray,20,2,59:22,2021-11-20-Massachusetts-New Hampshire,59.36666666666667,0 days 00:59:22,New Hampshire,Massachusetts
New Hampshire,Mike Robinson,32,1,60:37,2021-11-20-Massachusetts-New Hampshire,60.61666666666667,0 days 01:00:37,New Hampshire,Massachusetts
Providence,Jaxson Stauber,22,0,60:00,2021-11-20-Providence-Vermont,60.0,0 days 01:00:00,Vermont,Providence
Vermont,EMPTY NET,0,0,2:01,2021-11-20-Providence-Vermont,2.0166666666666666,0 days 00:02:01,Vermont,Providence
Vermont,Gabe Carriere,23,2,57:59,2021-11-20-Providence-Vermont,57.983333333333334,0 days 00:57:59,Vermont,Providence
Army,EMPTY NET,0,0,0:23,2021-11-20-Army-Niagara,0.38333333333333336,0 days 00:00:23,Niagara,Army
Army,Gavin Abric,40,1,59:37,2021-11-20-Army-Niagara,59.61666666666667,0 days 00:59:37,Niagara,Army
Niagara,EMPTY NET,0,1,1:34,2021-11-20-Army-Niagara,1.5666666666666667,0 days 00:01:34,Niagara,Army
Niagara,Chad Veltri,20,3,58:26,2021-11-20-Army-Niagara,58.43333333333333,0 days 00:58:26,Niagara,Army
Holy Cross,EMPTY NET,0,0,2:35,2021-11-20-Holy Cross-RIT,2.5833333333333335,0 days 00:02:35,RIT,Holy Cross
Holy Cross,Erik Gordon,13,1,53:35,2021-11-20-Holy Cross-RIT,53.583333333333336,0 days 00:53:35,RIT,Holy Cross
Holy Cross,Thomas Gale,1,3,3:50,2021-11-20-Holy Cross-RIT,3.8333333333333335,0 days 00:03:50,RIT,Holy Cross
RIT,Kolby Matthews,28,3,59:53,2021-11-20-Holy Cross-RIT,59.88333333333333,0 days 00:59:53,RIT,Holy Cross
Mercyhurst,Kyle McClellan,38,2,60:00,2021-11-20-Mercyhurst-Canisius,60.0,0 days 01:00:00,Canisius,Mercyhurst
Canisius,EMPTY NET,0,1,0:35,2021-11-20-Mercyhurst-Canisius,0.5833333333333334,0 days 00:00:35,Canisius,Mercyhurst
Canisius,Jake Barczewski,34,4,51:11,2021-11-20-Mercyhurst-Canisius,51.18333333333333,0 days 00:51:11,Canisius,Mercyhurst
Canisius,John Hawthorne,1,0,8:14,2021-11-20-Mercyhurst-Canisius,8.233333333333333,0 days 00:08:14,Canisius,Mercyhurst
Sacred Heart,Josh Benson,24,1,60:00,2021-11-20-Sacred Heart-Air Force,60.0,0 days 01:00:00,Air Force,Sacred Heart
Air Force,EMPTY NET,0,0,3:38,2021-11-20-Sacred Heart-Air Force,3.6333333333333333,0 days 00:03:38,Air Force,Sacred Heart
Air Force,Alex Schilling,24,3,56:22,2021-11-20-Sacred Heart-Air Force,56.36666666666667,0 days 00:56:22,Air Force,Sacred Heart
Northern Michigan,Rico DiMatteo,38,6,61:36,2021-11-20-Northern Michigan-Ferris State,61.6,0 days 01:01:36,Ferris State,Northern Michigan
Ferris State,EMPTY NET,0,0,0:29,2021-11-20-Northern Michigan-Ferris State,0.48333333333333334,0 days 00:00:29,Ferris State,Northern Michigan
Ferris State,Logan Stein,7,4,31:02,2021-11-20-Northern Michigan-Ferris State,31.033333333333335,0 days 00:31:02,Ferris State,Northern Michigan
Ferris State,Roni Salmenkangas,4,3,30:05,2021-11-20-Northern Michigan-Ferris State,30.083333333333332,0 days 00:30:05,Ferris State,Northern Michigan
Michigan Tech,EMPTY NET,0,0,1:00,2021-11-20-Michigan Tech-Bemidji State,1.0,0 days 00:01:00,Bemidji State,Michigan Tech
Michigan Tech,Blake Pietila,26,4,59:00,2021-11-20-Michigan Tech-Bemidji State,59.0,0 days 00:59:00,Bemidji State,Michigan Tech
Bemidji State,Mattias Sholl,24,3,59:51,2021-11-20-Michigan Tech-Bemidji State,59.85,0 days 00:59:51,Bemidji State,Michigan Tech
Lake Superior,EMPTY NET,0,1,0:38,2021-11-20-Lake Superior-Bowling Green,0.6333333333333333,0 days 00:00:38,Bowling Green,Lake Superior
Lake Superior,Ethan Langenegger,29,5,59:22,2021-11-20-Lake Superior-Bowling Green,59.36666666666667,0 days 00:59:22,Bowling Green,Lake Superior
Bowling Green,Christian Stoever,30,2,60:00,2021-11-20-Lake Superior-Bowling Green,60.0,0 days 01:00:00,Bowling Green,Lake Superior
Brown,Gabriel Vinal,12,2,32:26,2021-11-20-Brown-Colgate,32.43333333333333,0 days 00:32:26,Colgate,Brown
Brown,Mathieu Caron,21,4,27:33,2021-11-20-Brown-Colgate,27.55,0 days 00:27:33,Colgate,Brown
