Team,Goalie,SV,GA,Minutes,Game_ID,Total_Minutes,TimeDelta,Home_Team,Away_Team
Sacred Heart,EMPTY NET,0,2,0:45,2021-10-02-Sacred Heart-Connecticut,0.75,0 days 00:00:45,Connecticut,Sacred Heart
Sacred Heart,Josh Benson,22,4,59:15,2021-10-02-Sacred Heart-Connecticut,59.25,0 days 00:59:15,Connecticut,Sacred Heart
Connecticut,Darion Hanson,31,3,60:00,2021-10-02-Sacred Heart-Connecticut,60.0,0 days 01:00:00,Connecticut,Sacred Heart
Miami,Ludvig Persson,26,4,60:00,2021-10-02-Miami-Ferris State,60.0,0 days 01:00:00,Ferris State,Miami
Ferris State,EMPTY NET,0,1,1:51,2021-10-02-Miami-Ferris State,1.85,0 days 00:01:51,Ferris State,Miami
Ferris State,Logan Stein,15,6,58:09,2021-10-02-Miami-Ferris State,58.15,0 days 00:58:09,Ferris State,Miami
Bentley,EMPTY NET,0,1,0:55,2021-10-02-Bentley-Northeastern,0.9166666666666666,0 days 00:00:55,Northeastern,Bentley
Bentley,Nicholas Grabko,32,3,59:05,2021-10-02-Bentley-Northeastern,59.083333333333336,0 days 00:59:05,Northeastern,Bentley
Northeastern,EMPTY NET,0,0,0:11,2021-10-02-Bentley-Northeastern,0.18333333333333332,0 days 00:00:11,Northeastern,Bentley
Northeastern,Devon Levi,29,0,59:49,2021-10-02-Bentley-Northeastern,59.81666666666667,0 days 00:59:49,Northeastern,Bentley
Minnesota State,Dryden McKay,18,0,60:00,2021-10-02-Minnesota State-Massachusetts,60.0,0 days 01:00:00,Massachusetts,Minnesota State
Massachusetts,EMPTY NET,0,0,1:44,2021-10-02-Minnesota State-Massachusetts,1.7333333333333334,0 days 00:01:44,Massachusetts,Minnesota State
Massachusetts,Matt Murray,30,2,58:16,2021-10-02-Minnesota State-Massachusetts,58.266666666666666,0 days 00:58:16,Massachusetts,Minnesota State
Lake Superior,EMPTY NET,0,0,0:27,2021-10-02-Lake Superior-Omaha,0.45,0 days 00:00:27,Omaha,Lake Superior
Lake Superior,Seth Eisele,39,3,62:41,2021-10-02-Lake Superior-Omaha,62.68333333333333,0 days 01:02:41,Omaha,Lake Superior
Omaha,Isaiah Saville,13,4,63:08,2021-10-02-Lake Superior-Omaha,63.13333333333333,0 days 01:03:08,Omaha,Lake Superior
Minnesota State,EMPTY NET,0,0,0:18,2021-10-03-Minnesota State-Massachusetts,0.3,0 days 00:00:18,Massachusetts,Minnesota State
Minnesota State,Dryden McKay,19,3,59:42,2021-10-03-Minnesota State-Massachusetts,59.7,0 days 00:59:42,Massachusetts,Minnesota State
Massachusetts,Matt Murray,39,6,60:00,2021-10-03-Minnesota State-Massachusetts,60.0,0 days 01:00:00,Massachusetts,Minnesota State
Miami,EMPTY NET,0,0,0:46,2021-10-03-Miami-Ferris State,0.7666666666666667,0 days 00:00:46,Ferris State,Miami
Miami,Logan Neaton,29,4,61:02,2021-10-03-Miami-Ferris State,61.03333333333333,0 days 01:01:02,Ferris State,Miami
Ferris State,EMPTY NET,0,1,0:20,2021-10-03-Miami-Ferris State,0.3333333333333333,0 days 00:00:20,Ferris State,Miami
Ferris State,Logan Stein,27,2,61:28,2021-10-03-Miami-Ferris State,61.46666666666667,0 days 01:01:28,Ferris State,Miami
Mass. Lowell,Owen Savory,24,2,60:00,2021-10-03-Mass. Lowell-Arizona State,60.0,0 days 01:00:00,Arizona State,Mass. Lowell
Arizona State,EMPTY NET,0,1,0:33,2021-10-03-Mass. Lowell-Arizona State,0.55,0 days 00:00:33,Arizona State,Mass. Lowell
Arizona State,Ben Kraws,33,3,59:27,2021-10-03-Mass. Lowell-Arizona State,59.45,0 days 00:59:27,Arizona State,Mass. Lowell
St. Cloud State,David Hrenak,12,0,60:00,2021-10-03-St. Cloud State-St. Thomas,60.0,0 days 01:00:00,St. Thomas,St. Cloud State
St. Thomas,EMPTY NET,0,0,1:21,2021-10-03-St. Cloud State-St. Thomas,1.35,0 days 00:01:21,St. Thomas,St. Cloud State
St. Thomas,Peter Thome,34,2,58:39,2021-10-03-St. Cloud State-St. Thomas,58.65,0 days 00:58:39,St. Thomas,St. Cloud State
Lake Superior,EMPTY NET,0,1,1:16,2021-10-03-Lake Superior-Omaha,1.2666666666666666,0 days 00:01:16,Omaha,Lake Superior
Lake Superior,Ethan Langenegger,26,2,58:44,2021-10-03-Lake Superior-Omaha,58.733333333333334,0 days 00:58:44,Omaha,Lake Superior
Omaha,Isaiah Saville,24,0,59:54,2021-10-03-Lake Superior-Omaha,59.9,0 days 00:59:54,Omaha,Lake Superior
Merrimack,EMPTY NET,0,1,0:56,2021-10-07-Merrimack-Providence,0.9333333333333333,0 days 00:00:56,Providence,Merrimack
Merrimack,Zachary Borgiel,28,4,59:04,2021-10-07-Merrimack-Providence,59.06666666666667,0 days 00:59:04,Providence,Merrimack
Providence,Jaxson Stauber,22,2,60:00,2021-10-07-Merrimack-Providence,60.0,0 days 01:00:00,Providence,Merrimack
St. Thomas,EMPTY NET,0,1,1:19,2021-10-08-St. Thomas-Northern Michigan,1.3166666666666667,0 days 00:01:19,Northern Michigan,St. Thomas
St. Thomas,Peter Thome,31,3,58:41,2021-10-08-St. Thomas-Northern Michigan,58.68333333333333,0 days 00:58:41,Northern Michigan,St. Thomas
Northern Michigan,Rico DiMatteo,21,1,60:00,2021-10-08-St. Thomas-Northern Michigan,60.0,0 days 01:00:00,Northern Michigan,St. Thomas
Canisius,Jake Barczewski,39,1,60:00,2021-10-08-Canisius-Penn State,60.0,0 days 01:00:00,Penn State,Canisius
Penn State,EMPTY NET,0,1,0:34,2021-10-08-Canisius-Penn State,0.5666666666666667,0 days 00:00:34,Penn State,Canisius
Penn State,Oskar Autio,27,3,59:26,2021-10-08-Canisius-Penn State,59.43333333333333,0 days 00:59:26,Penn State,Canisius
Bowling Green,EMPTY NET,0,0,0:31,2021-10-08-Bowling Green-Rensselaer,0.5166666666666667,0 days 00:00:31,Rensselaer,Bowling Green
Bowling Green,Zack Rose,26,2,64:29,2021-10-08-Bowling Green-Rensselaer,64.48333333333333,0 days 01:04:29,Rensselaer,Bowling Green
Rensselaer,Linden Marshall,16,2,64:50,2021-10-08-Bowling Green-Rensselaer,64.83333333333333,0 days 01:04:50,Rensselaer,Bowling Green
Colgate,Carter Gylander,38,3,60:00,2021-10-08-Colgate-Vermont,60.0,0 days 01:00:00,Vermont,Colgate
Vermont,EMPTY NET,0,0,2:44,2021-10-08-Colgate-Vermont,2.7333333333333334,0 days 00:02:44,Vermont,Colgate
Vermont,Tyler Harmon,4,0,17:16,2021-10-08-Colgate-Vermont,17.266666666666666,0 days 00:17:16,Vermont,Colgate
Vermont,Gabe Carriere,18,5,40:00,2021-10-08-Colgate-Vermont,40.0,0 days 00:40:00,Vermont,Colgate
Ohio State,EMPTY NET,0,0,1:11,2021-10-08-Ohio State-Bentley,1.1833333333333333,0 days 00:01:11,Bentley,Ohio State
Ohio State,Ryan Snowden,23,2,58:49,2021-10-08-Ohio State-Bentley,58.81666666666667,0 days 00:58:49,Bentley,Ohio State
Bentley,Nicholas Grabko,39,1,60:00,2021-10-08-Ohio State-Bentley,60.0,0 days 01:00:00,Bentley,Ohio State
Mercyhurst,Hank Johnson,39,7,60:00,2021-10-08-Mercyhurst-Minnesota,60.0,0 days 01:00:00,Minnesota,Mercyhurst
Minnesota,EMPTY NET,0,0,0:29,2021-10-08-Mercyhurst-Minnesota,0.48333333333333334,0 days 00:00:29,Minnesota,Mercyhurst
Minnesota,Jack LaFontaine,21,4,59:31,2021-10-08-Mercyhurst-Minnesota,59.516666666666666,0 days 00:59:31,Minnesota,Mercyhurst
Maine,EMPTY NET,0,1,1:22,2021-10-08-Maine-Omaha,1.3666666666666667,0 days 00:01:22,Omaha,Maine
Maine,Victor Ostman,24,3,58:38,2021-10-08-Maine-Omaha,58.63333333333333,0 days 00:58:38,Omaha,Maine
Omaha,Isaiah Saville,22,1,59:55,2021-10-08-Maine-Omaha,59.916666666666664,0 days 00:59:55,Omaha,Maine
St. Cloud State,EMPTY NET,0,0,1:22,2021-10-08-St. Cloud State-Minnesota State,1.3666666666666667,0 days 00:01:22,Minnesota State,St. Cloud State
St. Cloud State,David Hrenak,28,1,58:38,2021-10-08-St. Cloud State-Minnesota State,58.63333333333333,0 days 00:58:38,Minnesota State,St. Cloud State
Minnesota State,Dryden McKay,20,0,60:00,2021-10-08-St. Cloud State-Minnesota State,60.0,0 days 01:00:00,Minnesota State,St. Cloud State
Minnesota Duluth,Zach Stejskal,18,2,60:00,2021-10-08-Minnesota Duluth-Bemidji State,60.0,0 days 01:00:00,Bemidji State,Minnesota Duluth
Bemidji State,EMPTY NET,0,1,1:28,2021-10-08-Minnesota Duluth-Bemidji State,1.4666666666666668,0 days 00:01:28,Bemidji State,Minnesota Duluth
Bemidji State,Michael Carr,26,3,58:32,2021-10-08-Minnesota Duluth-Bemidji State,58.53333333333333,0 days 00:58:32,Bemidji State,Minnesota Duluth
St. Lawrence,Emil Zetterquist,40,1,59:59,2021-10-08-St. Lawrence-Colorado College,59.983333333333334,0 days 00:59:59,Colorado College,St. Lawrence
Colorado College,EMPTY NET,0,0,2:47,2021-10-08-St. Lawrence-Colorado College,2.783333333333333,0 days 00:02:47,Colorado College,St. Lawrence
Colorado College,Dominic Basse,12,2,57:13,2021-10-08-St. Lawrence-Colorado College,57.21666666666667,0 days 00:57:13,Colorado College,St. Lawrence
Clarkson,Ethan Haider,15,1,60:00,2021-10-08-Clarkson-Alaska,60.0,0 days 01:00:00,Alaska,Clarkson
Alaska,EMPTY NET,0,0,1:28,2021-10-08-Clarkson-Alaska,1.4666666666666668,0 days 00:01:28,Alaska,Clarkson
Alaska,Gustavs Davis Grigals,28,2,58:32,2021-10-08-Clarkson-Alaska,58.53333333333333,0 days 00:58:32,Alaska,Clarkson
RIT,Kolby Matthews,25,3,60:00,2021-10-08-RIT-Army,60.0,0 days 01:00:00,Army,RIT
Army,EMPTY NET,0,0,1:35,2021-10-08-RIT-Army,1.5833333333333335,0 days 00:01:35,Army,RIT
Army,Justin Evenson,19,4,58:25,2021-10-08-RIT-Army,58.416666666666664,0 days 00:58:25,Army,RIT
Boston University,Drew Commesso,33,1,59:54,2021-10-08-Boston University-Connecticut,59.9,0 days 00:59:54,Connecticut,Boston University
Connecticut,EMPTY NET,0,0,1:23,2021-10-08-Boston University-Connecticut,1.3833333333333333,0 days 00:01:23,Connecticut,Boston University
Connecticut,Darion Hanson,43,2,58:37,2021-10-08-Boston University-Connecticut,58.61666666666667,0 days 00:58:37,Connecticut,Boston University
Canisius,EMPTY NET,0,1,0:47,2021-10-09-Canisius-Penn State,0.7833333333333333,0 days 00:00:47,Penn State,Canisius
Canisius,Matt Ladd,39,4,59:13,2021-10-09-Canisius-Penn State,59.21666666666667,0 days 00:59:13,Penn State,Canisius
Penn State,EMPTY NET,0,0,0:13,2021-10-09-Canisius-Penn State,0.21666666666666667,0 days 00:00:13,Penn State,Canisius
Penn State,Liam Souliere,36,2,59:47,2021-10-09-Canisius-Penn State,59.78333333333333,0 days 00:59:47,Penn State,Canisius
Mercyhurst,EMPTY NET,0,0,1:01,2021-10-09-Mercyhurst-Minnesota,1.0166666666666666,0 days 00:01:01,Minnesota,Mercyhurst
Mercyhurst,Kyle McClellan,37,5,58:59,2021-10-09-Mercyhurst-Minnesota,58.983333333333334,0 days 00:58:59,Minnesota,Mercyhurst
Minnesota,Jack LaFontaine,16,3,59:55,2021-10-09-Mercyhurst-Minnesota,59.916666666666664,0 days 00:59:55,Minnesota,Mercyhurst
Union,EMPTY NET,0,0,0:48,2021-10-09-Union-New Hampshire,0.8,0 days 00:00:48,New Hampshire,Union
Union,Connor Murphy,30,3,59:12,2021-10-09-Union-New Hampshire,59.2,0 days 00:59:12,New Hampshire,Union
New Hampshire,EMPTY NET,0,0,0:12,2021-10-09-Union-New Hampshire,0.2,0 days 00:00:12,New Hampshire,Union
New Hampshire,Mike Robinson,16,2,59:48,2021-10-09-Union-New Hampshire,59.8,0 days 00:59:48,New Hampshire,Union
Air Force,EMPTY NET,0,1,0:52,2021-10-09-Air Force-Michigan State,0.8666666666666667,0 days 00:00:52,Michigan State,Air Force
Air Force,Alex Schilling,34,4,59:08,2021-10-09-Air Force-Michigan State,59.13333333333333,0 days 00:59:08,Michigan State,Air Force
Michigan State,Pierce Charleson,28,1,60:00,2021-10-09-Air Force-Michigan State,60.0,0 days 01:00:00,Michigan State,Air Force
Sacred Heart,EMPTY NET,0,0,1:58,2021-10-09-Sacred Heart-Merrimack,1.9666666666666668,0 days 00:01:58,Merrimack,Sacred Heart
Sacred Heart,Josh Benson,11,1,23:15,2021-10-09-Sacred Heart-Merrimack,23.25,0 days 00:23:15,Merrimack,Sacred Heart
Sacred Heart,Justin Robbins,21,3,34:47,2021-10-09-Sacred Heart-Merrimack,34.78333333333333,0 days 00:34:47,Merrimack,Sacred Heart
Merrimack,Zachary Borgiel,25,2,59:57,2021-10-09-Sacred Heart-Merrimack,59.95,0 days 00:59:57,Merrimack,Sacred Heart
Providence,Jaxson Stauber,23,1,60:00,2021-10-09-Providence-American Int'l,60.0,0 days 01:00:00,American Int'l,Providence
American Int'l,EMPTY NET,0,0,0:11,2021-10-09-Providence-American Int'l,0.18333333333333332,0 days 00:00:11,American Int'l,Providence
American Int'l,Jake Kucharski,20,5,59:49,2021-10-09-Providence-American Int'l,59.81666666666667,0 days 00:59:49,American Int'l,Providence
Colgate,Andrew Farrier,43,1,60:00,2021-10-09-Colgate-Vermont,60.0,0 days 01:00:00,Vermont,Colgate
Vermont,EMPTY NET,0,0,1:08,2021-10-09-Colgate-Vermont,1.1333333333333333,0 days 00:01:08,Vermont,Colgate
Vermont,Tyler Harmon,16,2,58:52,2021-10-09-Colgate-Vermont,58.86666666666667,0 days 00:58:52,Vermont,Colgate
St. Cloud State,David Hrenak,22,1,59:54,2021-10-09-St. Cloud State-Minnesota State,59.9,0 days 00:59:54,Minnesota State,St. Cloud State
Minnesota State,EMPTY NET,0,0,3:31,2021-10-09-St. Cloud State-Minnesota State,3.5166666666666666,0 days 00:03:31,Minnesota State,St. Cloud State
Minnesota State,Dryden McKay,16,3,56:29,2021-10-09-St. Cloud State-Minnesota State,56.483333333333334,0 days 00:56:29,Minnesota State,St. Cloud State
Western Michigan,Brandon Bussi,20,3,60:00,2021-10-09-Western Michigan-Ferris State,60.0,0 days 01:00:00,Ferris State,Western Michigan
Ferris State,EMPTY NET,0,0,0:21,2021-10-09-Western Michigan-Ferris State,0.35,0 days 00:00:21,Ferris State,Western Michigan
Ferris State,Logan Stein,22,4,59:39,2021-10-09-Western Michigan-Ferris State,59.65,0 days 00:59:39,Ferris State,Western Michigan
Arizona State,EMPTY NET,0,0,1:35,2021-10-09-Arizona State-Denver,1.5833333333333335,0 days 00:01:35,Denver,Arizona State
Arizona State,Cole Brady,37,4,58:25,2021-10-09-Arizona State-Denver,58.416666666666664,0 days 00:58:25,Denver,Arizona State
Denver,Magnus Chrona,14,3,59:55,2021-10-09-Arizona State-Denver,59.916666666666664,0 days 00:59:55,Denver,Arizona State
Maine,EMPTY NET,0,0,2:33,2021-10-09-Maine-Omaha,2.55,0 days 00:02:33,Omaha,Maine
Maine,Victor Ostman,24,5,57:27,2021-10-09-Maine-Omaha,57.45,0 days 00:57:27,Omaha,Maine
Omaha,Isaiah Saville,24,3,60:00,2021-10-09-Maine-Omaha,60.0,0 days 01:00:00,Omaha,Maine
Clarkson,EMPTY NET,0,0,2:40,2021-10-09-Clarkson-Alaska,2.6666666666666665,0 days 00:02:40,Alaska,Clarkson
Clarkson,Ethan Haider,25,2,57:20,2021-10-09-Clarkson-Alaska,57.333333333333336,0 days 00:57:20,Alaska,Clarkson
Alaska,Gustavs Davis Grigals,26,1,60:00,2021-10-09-Clarkson-Alaska,60.0,0 days 01:00:00,Alaska,Clarkson
St. Thomas,Peter Thome,33,8,60:00,2021-10-09-St. Thomas-Northern Michigan,60.0,0 days 01:00:00,Northern Michigan,St. Thomas
Northern Michigan,EMPTY NET,0,0,0:19,2021-10-09-St. Thomas-Northern Michigan,0.31666666666666665,0 days 00:00:19,Northern Michigan,St. Thomas
Northern Michigan,Rico DiMatteo,15,3,59:41,2021-10-09-St. Thomas-Northern Michigan,59.68333333333333,0 days 00:59:41,Northern Michigan,St. Thomas
Army,EMPTY NET,0,2,1:24,2021-10-14-Army-Wisconsin,1.4,0 days 00:01:24,Wisconsin,Army
Army,Gavin Abric,39,2,58:36,2021-10-14-Army-Wisconsin,58.6,0 days 00:58:36,Wisconsin,Army
Wisconsin,Cameron Rowe,21,1,60:00,2021-10-14-Army-Wisconsin,60.0,0 days 01:00:00,Wisconsin,Army
Minnesota State,EMPTY NET,0,0,0:14,2021-10-15-Minnesota State-Providence,0.23333333333333334,0 days 00:00:14,Providence,Minnesota State
Minnesota State,Dryden McKay,18,2,59:46,2021-10-15-Minnesota State-Providence,59.766666666666666,0 days 00:59:46,Providence,Minnesota State
Providence,EMPTY NET,0,1,1:07,2021-10-15-Minnesota State-Providence,1.1166666666666667,0 days 00:01:07,Providence,Minnesota State
Providence,Jaxson Stauber,32,4,58:53,2021-10-15-Minnesota State-Providence,58.88333333333333,0 days 00:58:53,Providence,Minnesota State
Northeastern,EMPTY NET,0,1,0:34,2021-10-15-Northeastern-Boston College,0.5666666666666667,0 days 00:00:34,Boston College,Northeastern
Northeastern,Devon Levi,32,4,59:26,2021-10-15-Northeastern-Boston College,59.43333333333333,0 days 00:59:26,Boston College,Northeastern
Boston College,Eric Dop,22,3,60:00,2021-10-15-Northeastern-Boston College,60.0,0 days 01:00:00,Boston College,Northeastern
Notre Dame,Ryan Bischel,26,1,64:55,2021-10-15-Notre Dame-Michigan Tech,64.91666666666667,0 days 01:04:55,Michigan Tech,Notre Dame
Michigan Tech,EMPTY NET,0,0,0:39,2021-10-15-Notre Dame-Michigan Tech,0.65,0 days 00:00:39,Michigan Tech,Notre Dame
Michigan Tech,Blake Pietila,28,2,64:16,2021-10-15-Notre Dame-Michigan Tech,64.26666666666667,0 days 01:04:16,Michigan Tech,Notre Dame
Miami,EMPTY NET,0,1,0:40,2021-10-15-Miami-Michigan State,0.6666666666666666,0 days 00:00:40,Michigan State,Miami
Miami,Ludvig Persson,25,2,59:20,2021-10-15-Miami-Michigan State,59.333333333333336,0 days 00:59:20,Michigan State,Miami
Michigan State,EMPTY NET,0,0,0:24,2021-10-15-Miami-Michigan State,0.4,0 days 00:00:24,Michigan State,Miami
Michigan State,Pierce Charleson,28,1,59:36,2021-10-15-Miami-Michigan State,59.6,0 days 00:59:36,Michigan State,Miami
Colorado College,EMPTY NET,0,0,3:27,2021-10-15-Colorado College-Union,3.45,0 days 00:03:27,Union,Colorado College
Colorado College,Dominic Basse,15,2,56:33,2021-10-15-Colorado College-Union,56.55,0 days 00:56:33,Union,Colorado College
Union,Connor Murphy,34,1,60:00,2021-10-15-Colorado College-Union,60.0,0 days 01:00:00,Union,Colorado College
Massachusetts,Matt Murray,24,1,60:00,2021-10-15-Massachusetts-American Int'l,60.0,0 days 01:00:00,American Int'l,Massachusetts
American Int'l,EMPTY NET,0,0,0:11,2021-10-15-Massachusetts-American Int'l,0.18333333333333332,0 days 00:00:11,American Int'l,Massachusetts
American Int'l,Jake Kucharski,16,5,59:49,2021-10-15-Massachusetts-American Int'l,59.81666666666667,0 days 00:59:49,American Int'l,Massachusetts
Sacred Heart,EMPTY NET,0,0,0:16,2021-10-15-Sacred Heart-Boston University,0.26666666666666666,0 days 00:00:16,Boston University,Sacred Heart
Sacred Heart,Justin Robbins,23,2,59:44,2021-10-15-Sacred Heart-Boston University,59.733333333333334,0 days 00:59:44,Boston University,Sacred Heart
Boston University,EMPTY NET,0,0,0:16,2021-10-15-Sacred Heart-Boston University,0.26666666666666666,0 days 00:00:16,Boston University,Sacred Heart
Boston University,Drew Commesso,31,3,59:44,2021-10-15-Sacred Heart-Boston University,59.733333333333334,0 days 00:59:44,Boston University,Sacred Heart
Army,EMPTY NET,0,0,1:41,2021-10-15-Army-Wisconsin,1.6833333333333333,0 days 00:01:41,Wisconsin,Army
Army,Gavin Abric,31,1,58:19,2021-10-15-Army-Wisconsin,58.31666666666667,0 days 00:58:19,Wisconsin,Army
Wisconsin,Jared Moe,19,0,60:00,2021-10-15-Army-Wisconsin,60.0,0 days 01:00:00,Wisconsin,Army
St. Cloud State,David Hrenak,22,1,59:58,2021-10-15-St. Cloud State-Minnesota,59.96666666666667,0 days 00:59:58,Minnesota,St. Cloud State
Minnesota,EMPTY NET,0,0,1:39,2021-10-15-St. Cloud State-Minnesota,1.65,0 days 00:01:39,Minnesota,St. Cloud State
Minnesota,Jack LaFontaine,16,2,58:21,2021-10-15-St. Cloud State-Minnesota,58.35,0 days 00:58:21,Minnesota,St. Cloud State
North Dakota,Zach Driscoll,30,3,60:00,2021-10-15-North Dakota-Bemidji State,60.0,0 days 01:00:00,Bemidji State,North Dakota
Bemidji State,EMPTY NET,0,0,2:32,2021-10-15-North Dakota-Bemidji State,2.533333333333333,0 days 00:02:32,Bemidji State,North Dakota
Bemidji State,Gavin Enright,25,4,57:28,2021-10-15-North Dakota-Bemidji State,57.46666666666667,0 days 00:57:28,Bemidji State,North Dakota
Holy Cross,Matt Radomsky,31,4,65:00,2021-10-15-Holy Cross-Mercyhurst,65.0,0 days 01:05:00,Mercyhurst,Holy Cross
Mercyhurst,EMPTY NET,0,0,0:30,2021-10-15-Holy Cross-Mercyhurst,0.5,0 days 00:00:30,Mercyhurst,Holy Cross
Mercyhurst,Kyle McClellan,20,4,64:30,2021-10-15-Holy Cross-Mercyhurst,64.5,0 days 01:04:30,Mercyhurst,Holy Cross
St. Thomas,EMPTY NET,0,1,0:57,2021-10-15-St. Thomas-Lake Superior,0.95,0 days 00:00:57,Lake Superior,St. Thomas
St. Thomas,Jacob Berger,22,2,59:03,2021-10-15-St. Thomas-Lake Superior,59.05,0 days 00:59:03,Lake Superior,St. Thomas
Lake Superior,Ethan Langenegger,29,1,60:00,2021-10-15-St. Thomas-Lake Superior,60.0,0 days 01:00:00,Lake Superior,St. Thomas
Connecticut,EMPTY NET,0,0,0:21,2021-10-16-Connecticut-Ohio State,0.35,0 days 00:00:21,Ohio State,Connecticut
Connecticut,Darion Hanson,22,2,59:39,2021-10-16-Connecticut-Ohio State,59.65,0 days 00:59:39,Ohio State,Connecticut
Ohio State,Jakub Dobes,32,0,60:00,2021-10-16-Connecticut-Ohio State,60.0,0 days 01:00:00,Ohio State,Connecticut
Merrimack,Zachary Borgiel,23,3,60:00,2021-10-16-Merrimack-Colgate,60.0,0 days 01:00:00,Colgate,Merrimack
Colgate,EMPTY NET,0,1,1:44,2021-10-16-Merrimack-Colgate,1.7333333333333334,0 days 00:01:44,Colgate,Merrimack
Colgate,Andrew Farrier,32,4,58:16,2021-10-16-Merrimack-Colgate,58.266666666666666,0 days 00:58:16,Colgate,Merrimack
New Hampshire,EMPTY NET,0,0,0:57,2021-10-16-New Hampshire-Arizona State,0.95,0 days 00:00:57,Arizona State,New Hampshire
New Hampshire,Mike Robinson,19,5,59:03,2021-10-16-New Hampshire-Arizona State,59.05,0 days 00:59:03,Arizona State,New Hampshire
Arizona State,Cole Brady,40,1,60:00,2021-10-16-New Hampshire-Arizona State,60.0,0 days 01:00:00,Arizona State,New Hampshire
Notre Dame,Matthew Galajda,29,2,60:00,2021-10-16-Notre Dame-Northern Michigan,60.0,0 days 01:00:00,Northern Michigan,Notre Dame
Northern Michigan,EMPTY NET,0,1,0:41,2021-10-16-Notre Dame-Northern Michigan,0.6833333333333333,0 days 00:00:41,Northern Michigan,Notre Dame
Northern Michigan,Rico DiMatteo,10,4,21:34,2021-10-16-Notre Dame-Northern Michigan,21.566666666666666,0 days 00:21:34,Northern Michigan,Notre Dame
Northern Michigan,Charlie Glockner,19,0,37:45,2021-10-16-Notre Dame-Northern Michigan,37.75,0 days 00:37:45,Northern Michigan,Notre Dame
Sacred Heart,Justin Robbins,22,4,60:00,2021-10-16-Sacred Heart-Boston University,60.0,0 days 01:00:00,Boston University,Sacred Heart
Boston University,EMPTY NET,0,0,0:16,2021-10-16-Sacred Heart-Boston University,0.26666666666666666,0 days 00:00:16,Boston University,Sacred Heart
Boston University,Drew Commesso,30,1,59:44,2021-10-16-Sacred Heart-Boston University,59.733333333333334,0 days 00:59:44,Boston University,Sacred Heart
American Int'l,EMPTY NET,0,1,1:01,2021-10-16-American Int'l-Massachusetts,1.0166666666666666,0 days 00:01:01,Massachusetts,American Int'l
American Int'l,Jake Kucharski,39,3,58:59,2021-10-16-American Int'l-Massachusetts,58.983333333333334,0 days 00:58:59,Massachusetts,American Int'l
Massachusetts,Matt Murray,14,2,60:00,2021-10-16-American Int'l-Massachusetts,60.0,0 days 01:00:00,Massachusetts,American Int'l
Miami,EMPTY NET,0,0,1:33,2021-10-16-Miami-Michigan State,1.55,0 days 00:01:33,Michigan State,Miami
Miami,Ludvig Persson,22,2,58:27,2021-10-16-Miami-Michigan State,58.45,0 days 00:58:27,Michigan State,Miami
Michigan State,Drew DeRidder,35,1,60:00,2021-10-16-Miami-Michigan State,60.0,0 days 01:00:00,Michigan State,Miami
Quinnipiac,Dylan St. Cyr,14,0,60:00,2021-10-16-Quinnipiac-Vermont,60.0,0 days 01:00:00,Vermont,Quinnipiac
Vermont,EMPTY NET,0,0,1:10,2021-10-16-Quinnipiac-Vermont,1.1666666666666667,0 days 00:01:10,Vermont,Quinnipiac
Vermont,Tyler Harmon,34,2,58:50,2021-10-16-Quinnipiac-Vermont,58.833333333333336,0 days 00:58:50,Vermont,Quinnipiac
Bemidji State,Michael Carr,31,3,60:53,2021-10-16-Bemidji State-North Dakota,60.88333333333333,0 days 01:00:53,North Dakota,Bemidji State
North Dakota,EMPTY NET,0,0,1:44,2021-10-16-Bemidji State-North Dakota,1.7333333333333334,0 days 00:01:44,North Dakota,Bemidji State
North Dakota,Zach Driscoll,13,4,59:09,2021-10-16-Bemidji State-North Dakota,59.15,0 days 00:59:09,North Dakota,Bemidji State
Holy Cross,EMPTY NET,0,2,2:10,2021-10-16-Holy Cross-Mercyhurst,2.1666666666666665,0 days 00:02:10,Mercyhurst,Holy Cross
Holy Cross,Thomas Gale,32,3,57:50,2021-10-16-Holy Cross-Mercyhurst,57.833333333333336,0 days 00:57:50,Mercyhurst,Holy Cross
Mercyhurst,Hank Johnson,20,2,60:00,2021-10-16-Holy Cross-Mercyhurst,60.0,0 days 01:00:00,Mercyhurst,Holy Cross
Minnesota State,EMPTY NET,0,0,1:46,2021-10-16-Minnesota State-Michigan,1.7666666666666666,0 days 00:01:46,Michigan,Minnesota State
Minnesota State,Dryden McKay,16,3,58:14,2021-10-16-Minnesota State-Michigan,58.233333333333334,0 days 00:58:14,Michigan,Minnesota State
Michigan,Erik Portillo,27,2,60:00,2021-10-16-Minnesota State-Michigan,60.0,0 days 01:00:00,Michigan,Minnesota State
Providence,EMPTY NET,0,0,1:05,2021-10-16-Providence-Minnesota Duluth,1.0833333333333333,0 days 00:01:05,Minnesota Duluth,Providence
Providence,Jaxson Stauber,23,3,58:55,2021-10-16-Providence-Minnesota Duluth,58.916666666666664,0 days 00:58:55,Minnesota Duluth,Providence
Minnesota Duluth,Ryan Fanti,26,2,60:00,2021-10-16-Providence-Minnesota Duluth,60.0,0 days 01:00:00,Minnesota Duluth,Providence
St. Thomas,EMPTY NET,0,0,0:24,2021-10-16-St. Thomas-Lake Superior,0.4,0 days 00:00:24,Lake Superior,St. Thomas
St. Thomas,Peter Thome,23,6,59:36,2021-10-16-St. Thomas-Lake Superior,59.6,0 days 00:59:36,Lake Superior,St. Thomas
